temperature,-50,1
temp,-50,1
temperature,-50,1
temp,-50,1
temperature,-50,1
temp,-50,1
temperature,-50,1
temperature,-50,1
temperature,-50,1
temperature,-50,1
luminous,0,3
luminousFlux,0,3
light,0,3
luz,0,3
light,0,3
light,0,3
luminous,0,3
luminousFlux,0,3
luz,0,3
luminous,0,3
lux,0,3
luminousFlux,0,3
luminousFlux,0,3
luminousFlux,0,3
light,0,3
light,0,3
luz,0,3
luminousFlux,0,3
luminousFlux,0,3
luminousFlux,0,3
luminous,0,3
luminousFlux,0,3
luminousFlux,0,3
luminous,0,3
luminousFlux,0,3
luminous,0,3
lux,0,3
luminousFlux,0,3
luminous,0,3
luz,0,3
luz,0,3
luz,0,3
light,0,3
luminousFlux,0,3
luminousFlux,0,3
luz,0,3
light,0,3
light,0,3
luminousFlux,0,3
luminousFlux,0,3
lux,0,3
light,0,3
luminous,0,3
luz,0,3
luminousFlux,0,3
light,0,3
light,0,3
light,0,3
luminous,0,3
luminous,0,3
luminousFlux,0,3
luminousFlux,0,3
lux,0,3
luminousFlux,0,3
light,0,3
luminousFlux,0,3
light,0,3
luminousFlux,0,3
light,0,3
luminous,0,3
light,0,3
luz,0,3
luminousFlux,0,3
luz,0,3
luminousFlux,0,3
luminousFlux,0,3
lux,0,3
luz,0,3
luminousFlux,0,3
luminousFlux,0,3
luminous,0,3
luminousFlux,0,3
lux,0,3
luminousFlux,0,3
light,0,3
luz,0,3
lux,0,3
luminous,0,3
luminousFlux,0,3
luz,0,3
luminousFlux,0,3
luz,0,3
luminousFlux,0,3
lux,0,3
luminousFlux,0,3
luz,0,3
luz,0,3
luz,0,3
luminousFlux,0,3
luminousFlux,0,3
luminous,0,3
light,0,3
luminous,0,3
light,0,3
luminousFlux,0,3
luminous,0,3
light,0,3
luz,0,3
light,0,3
luminousFlux,0,3
light,0,3
luminousFlux,0,3
luminousFlux,0,3
light,0,3
light,0,3
light,0,3
luminousFlux,0,3
luminous,0,3
lux,0,3
luminous,0,3
luz,0,3
temperature,10,1
umidade,13,2
umidità,13,2
temperature,14,1
temperature,14,1
temperature,16,1
temperature,16,1
temperature,16,1
temperature,16,1
temperature,16,1
temp,18,1
temperatura,20,1
temperature,20,1
temperature,20,1
relativeHumidity,27,2
umidità,27,2
umidità,31,2
relativeHumidity,31,2
umidità,37,2
umidade,39,2
umidità,39,2
umidità,41,2
relativeHumidity,41,2
umidità,41,2
relativeHumidity,43,2
umidità,43,2
relativeHumidity,45,2
relativeHumidity,45,2
umidità,45,2
relativeHumidity,46,2
umidità,46,2
relativeHumidity,47,2
umidità,47,2
umidità,47,2
relativeHumidity,47,2
umidità,49,2
sound,50,4
sound,50,4
som,50,4
som,50,4
sonido,50,4
som,50,4
sonido,50,4
noise,50,4
sound,50,4
sonido,50,4
sound,50,4
som,50,4
sound,50,4
sonido,50,4
sound,50,4
sound,50,4
sound,50,4
sound,50,4
sound,50,4
sound,50,4
sound,50,4
sound,50,4
sound,50,4
sound,50,4
noise,50,4
som,50,4
som,50,4
sound,50,4
sound,50,4
sound,50,4
sound,50,4
noise,50,4
sound,50,4
noise,50,4
noise,50,4
sonido,50,4
sonido,50,4
sound,50,4
noise,50,4
sonido,50,4
sonido,50,4
sonido,50,4
som,50,4
sound,50,4
sonido,50,4
relativeHumidity,51,2
umidità,52,2
umidità,54,2
relativeHumidity,54,2
umidità,55,2
umidade,55,2
sound,56,4
umidità,56,2
relativeHumidity,56,2
sound,56,4
sonido,56,4
umidade,56,2
noise,56,4
noise,58,4
som,58,4
sonido,58,4
umidade,60,2
som,62,4
sound,62,4
sound,62,4
sonido,62,4
umidità,63,2
umidità,66,2
umidade,66,2
umidità,68,2
umidade,68,2
umidità,68,2
relativeHumidity,68,2
umidità,69,2
relativeHumidity,69,2
umidità,70,2
relativeHumidity,70,2
relativeHumidity,70,2
relativeHumidity,71,2
relativeHumidity,72,2
umidade,72,2
relativeHumidity,72,2
umidità,72,2
umidità,72,2
umidità,72,2
umidità,73,2
relativeHumidity,73,2
relativeHumidity,73,2
relativeHumidity,73,2
umidità,73,2
umidità,73,2
umidità,73,2
umidade,73,2
umidità,75,2
relativeHumidity,77,2
umidità,77,2
umidade,77,2
umidade,77,2
umidità,77,2
umidità,77,2
umidità,80,2
umidità,80,2
relativeHumidity,80,2
relativeHumidity,80,2
umidade,81,2
umidità,81,2
sonido,82,4
sound,82,4
som,82,4
umidità,84,2
relativeHumidity,84,2
relativeHumidity,85,2
umidità,85,2
umidità,86,2
relativeHumidity,86,2
umidità,89,2
relativeHumidity,89,2
umidità,89,2
umidade,89,2
relativeHumidity,89,2
umidità,89,2
noise,100,4
sound,100,4
sound,100,4
sonido,100,4
umidità,200,2
umidade,200,2
temp,200,1
relativeHumidity,200,2
umidità,200,2
umidità,200,2
relativeHumidity,200,2
relativeHumidity,200,2
umidità,200,2
umidità,200,2
relativeHumidity,200,2
umidità,200,2
umidità,200,2
umidade,200,2
umidade,200,2
umidità,-2.08,2
Humidity,-2.08,2
temp,-26.77,1
temperature,-3.99,1
temperature,-30.96,1
temperature,-32.9,1
temperature,-32.96,1
temperature,-32.96,1
temperatura,-36.32,1
temperature,-36.83,1
temperature,-37.16,1
temperature,-38.7,1
temp,-39.7,1
temperature,-40.12,1
temperature,-41.61,1
temperatura,-41.61,1
temperature,-42.45,1
temperature,-42.7,1
temperature,-42.9,1
temperature,-42.96,1
temperature,-42.96,1
temperature,-43.22,1
temperatura,-46.51,1
temperature,-46.58,1
temperature,-46.58,1
temperature,-48.58,1
temperature,-48.77,1
temperature,-49.61,1
lux,0.03,3
light,0.03,3
lux,0.1,3
light,0.12,3
light,0.17,3
luminousFlux,0.17,3
light,0.29,3
lux,0.38,3
lux,0.39,3
lux,0.5,3
lux,0.99,3
temperature,1.29,1
temperature,1.29,1
luminousFlux,1.31,3
luminousFlux,1.38,3
lux,1.85,3
luminousFlux,1.87,3
light,1.87,3
luminousFlux,1.9,3
temperature,10.12,1
temperature,10.19,1
temperature,10.19,1
temperature,10.19,1
temperature,10.19,1
temperature,10.25,1
temperature,10.32,1
temperatura,10.32,1
temperature,10.51,1
temperature,10.51,1
temperature,10.64,1
temperature,10.77,1
temperature,10.83,1
temperature,10.83,1
luminous,100.25,3
temperature,104.32,1
luminousFlux,10549.35,3
light,10549.35,3
temperature,11.03,1
temperature,11.03,1
temperature,11.03,1
temperature,11.03,1
temp,11.09,1
temperature,11.29,1
temperatura,11.41,1
temperature,11.54,1
temperature,11.54,1
temperature,11.79,1
lux,11.93,3
luz,11206.76,3
luminous,1121.3,3
lux,1135.73,3
temperature,12.06,1
temperature,12.06,1
temperature,12.06,1
temperature,12.19,1
temperature,12.19,1
temperature,12.45,1
temperature,12.45,1
temperature,12.45,1
temperature,12.64,1
temperature,12.64,1
temperature,12.83,1
temperature,12.96,1
temperature,12.96,1
luminousFlux,1211.64,3
lux,1243.88,3
luminous,12709.81,3
luminousFlux,12709.81,3
light,129.49,3
temperature,13.09,1
temperature,13.09,1
temperature,13.22,1
temperature,13.35,1
temperatura,13.41,1
temperatura,13.61,1
temperature,13.61,1
temperatura,13.67,1
temperatura,13.74,1
temperature,13.87,1
temperature,13.87,1
temperature,13.93,1
light,13130.62,3
light,13130.62,3
luminousFlux,13571.66,3
luz,1366.04,3
luminousFlux,136699.64,3
luminousFlux,1384.77,3
temperature,14.06,1
temperature,14.06,1
temp,14.12,1
temperature,14.19,1
temperature,14.19,1
temperature,14.25,1
temperature,14.35,1
temperature,14.38,1
temperatura,14.45,1
temperature,14.58,1
temperature,14.58,1
temperature,14.58,1
temperature,14.64,1
temperature,14.64,1
temperature,14.7,1
temperature,14.83,1
temperature,14.83,1
temperature,14.9,1
temperature,14.9,1
temperature,14.93,1
temperature,14.96,1
temperature,14.96,1
temperature,14.96,1
temperature,14.96,1
lux,1403.84,3
light,14034.39,3
luminousFlux,1443.04,3
luz,14520.13,3
temperature,15.03,1
temperature,15.03,1
temperature,15.09,1
temperature,15.09,1
temperature,15.16,1
temperature,15.16,1
temperature,15.16,1
temperature,15.16,1
temperature,15.16,1
temperature,15.22,1
temperature,15.29,1
temperature,15.29,1
temperature,15.35,1
temperature,15.35,1
temperature,15.41,1
temperature,15.41,1
temperature,15.48,1
temperature,15.5,1
temperatura,15.61,1
temperatura,15.67,1
temperature,15.67,1
temp,15.67,1
temperatura,15.67,1
temp,15.67,1
temperature,15.67,1
temp,15.67,1
temp,15.67,1
temperature,15.74,1
temperature,15.74,1
temperatura,15.8,1
temp,15.87,1
temperature,15.87,1
temperatura,15.93,1
temperatura,15.93,1
temperature,15.93,1
temperatura,15.93,1
temperature,15.93,1
temp,150.32,1
light,1525.94,3
temperature,16.06,1
temperature,16.06,1
temperatura,16.06,1
temperature,16.12,1
temperature,16.12,1
temperature,16.12,1
temperatura,16.12,1
temperature,16.19,1
temperature,16.19,1
temperature,16.19,1
temperature,16.25,1
temperature,16.25,1
temperature,16.32,1
temperatura,16.38,1
temperature,16.38,1
temperature,16.38,1
temperature,16.38,1
temperature,16.38,1
temperature,16.38,1
temperature,16.38,1
temperature,16.45,1
temperature,16.45,1
temp,16.45,1
temperature,16.45,1
temperature,16.45,1
temperature,16.45,1
temperature,16.51,1
temperature,16.51,1
temperature,16.51,1
temp,16.64,1
temperature,16.64,1
temperature,16.64,1
temperature,16.7,1
temperature,16.7,1
temperature,16.7,1
temperature,16.7,1
temperature,16.7,1
temperature,16.77,1
temperature,16.77,1
temperature,16.77,1
temperature,16.77,1
temperature,16.83,1
temp,16.83,1
temp,16.83,1
temperature,16.9,1
temp,16.9,1
temperature,16.9,1
temperature,16.96,1
temperature,16.96,1
luminous,1615.31,3
temp,17.03,1
temperature,17.03,1
temperature,17.03,1
temperature,17.16,1
temperature,17.16,1
temperature,17.22,1
temperature,17.22,1
temperature,17.29,1
temperature,17.29,1
temperatura,17.35,1
temperature,17.41,1
temperature,17.48,1
temperature,17.48,1
temperature,17.53,1
temperature,17.8,1
temperature,17.81,1
temperature,17.93,1
temperature,17.93,1
temperature,17.93,1
temperature,17.93,1
temperature,17.93,1
luminousFlux,171.16,3
lux,17353.01,3
luminous,179.97,3
luz,18.05,3
temp,18.06,1
temperature,18.06,1
temperature,18.19,1
temperature,18.25,1
temperatura,18.25,1
temperature,18.25,1
temperature,18.25,1
temperature,18.25,1
temperature,18.32,1
temperature,18.32,1
temperatura,18.38,1
temperature,18.45,1
temperature,18.51,1
temp,18.51,1
temperature,18.51,1
temp,18.51,1
temperature,18.58,1
temperature,18.58,1
temperatura,18.64,1
temperature,18.64,1
temperature,18.7,1
temperature,18.77,1
temperature,18.77,1
temperatura,18.83,1
temperature,18.9,1
temperature,18.96,1
luz,18014.34,3
light,18014.34,3
luz,18712.68,3
temperature,19.29,1
temperature,19.29,1
temperature,19.35,1
temperature,19.35,1
temperature,19.35,1
temperature,19.41,1
lux,19.48,3
temperature,19.48,1
temp,19.54,1
temperature,19.61,1
temperature,19.61,1
temperature,19.63,1
temperatura,19.67,1
temp,19.74,1
temp,19.74,1
temperature,19.8,1
temperature,19.8,1
temperature,19.87,1
temperature,19.87,1
light,190.91,3
luminousFlux,192.53,3
lux,19450.79,3
light,2.02,3
lux,2.14,3
luminousFlux,2.27,3
temperature,2.3604782259904e-310,1
temperature,2.3604782259904e-310,1
sonido,2.3604782259904e-310,4
sound,2.3604782259904e-310,4
sonido,2.3604782259904e-310,4
noise,2.3604782259904e-310,4
noise,2.3604782259904e-310,4
sound,2.3604782259904e-310,4
temperature,2.3604782259904e-310,1
sound,2.3604782259904e-310,4
sound,2.3604782259904e-310,4
sonido,2.3604782259904e-310,4
sonido,2.3604782259904e-310,4
sound,2.3604782259904e-310,4
sound,2.3604782259904e-310,4
sonido,2.3604782259904e-310,4
som,2.3604782259904e-310,4
noise,2.3604782259904e-310,4
som,2.3604782259904e-310,4
luminousFlux,2.3604782259904e-310,3
luminousFlux,2.3604782259904e-310,3
sound,2.3604782259904e-310,4
sonido,2.3604782259904e-310,4
sound,2.3604782259904e-310,4
sonido,2.3604782259904e-310,4
sonido,2.3604782259904e-310,4
temperature,2.3604782259904e-310,1
temperature,2.3604782259904e-310,1
temperature,2.3604782259904e-310,1
light,2.3604782259904e-310,3
som,2.3604782259904e-310,4
som,2.3604782259904e-310,4
som,2.3604782259904e-310,4
light,2.3604782259904e-310,3
light,2.3604782259904e-310,3
temperature,2.3604782259904e-310,1
som,2.3604782259904e-310,4
temperature,2.3604782259904e-310,1
noise,2.3604782259904e-310,4
sound,2.3604782259904e-310,4
noise,2.3604782259904e-310,4
temperature,2.3604782259904e-310,1
luminousFlux,2.3604782259904e-310,3
luminousFlux,2.3604782259904e-310,3
noise,2.3604782259904e-310,4
noise,2.3604782259904e-310,4
temperature,2.3604782259904e-310,1
sound,2.3604782259904e-310,4
light,2.3604782259904e-310,3
luminousFlux,2.3604782259904e-310,3
som,2.3604782259904e-310,4
som,2.3604782259904e-310,4
sound,2.3604782259904e-310,4
luminousFlux,2.3604782259904e-310,3
sound,2.3604782259904e-310,4
sonido,2.3604782259904e-310,4
noise,2.3604782259904e-310,4
sound,2.3604782259904e-310,4
temperature,2.3604782259904e-310,1
